
[00:00:00.000 --> 00:00:29.980]   . . . .
[00:32:22.580 --> 00:32:23.580]   God is gracious near the Lord I retreat
[00:32:23.580 --> 00:32:24.580]   God is gracious near the Lord I retreat
[00:32:24.580 --> 00:32:25.580]   God is gracious near the Lord I retreat
[00:32:25.580 --> 00:32:26.580]   God is gracious near the Lord I retreat
[00:32:26.580 --> 00:32:27.580]   God is gracious near the Lord I retreat
[00:32:27.580 --> 00:32:28.580]   God is gracious near the Lord I retreat
[00:32:28.580 --> 00:32:29.580]   God is gracious near the Lord I retreat
[00:32:29.580 --> 00:32:30.580]   God is gracious near the Lord I retreat
[00:32:30.580 --> 00:32:31.580]   God is gracious near the Lord I retreat
[00:32:31.580 --> 00:32:33.580]   God is gracious near the Lord I retreat
[00:32:33.580 --> 00:32:35.580]   God is gracious near the Lord I retreat
[00:32:35.580 --> 00:32:36.580]   God is gracious near the Lord I retreat
[00:32:36.580 --> 00:32:37.580]   God is gracious near the Lord I retreat
[00:32:37.580 --> 00:32:38.580]   God is gracious near the Lord I retreat
[00:32:38.580 --> 00:32:39.580]   God is gracious near the Lord I retreat
[00:32:39.580 --> 00:32:40.580]   God is gracious near the Lord I retreat
[00:32:40.580 --> 00:32:41.580]   God is gracious near the Lord I retreat
[00:32:41.580 --> 00:32:42.580]   God is gracious near the Lord I retreat
[00:32:42.580 --> 00:32:43.580]   God is gracious near the Lord I retreat
[00:32:43.580 --> 00:32:44.580]   God is gracious near the Lord I retreat
[00:32:44.580 --> 00:32:45.580]   God is gracious near the Lord I retreat
[00:32:45.580 --> 00:32:46.580]   God is gracious near the Lord I retreat
[00:32:46.580 --> 00:32:47.580]   God is gracious near the Lord I retreat
[00:32:47.580 --> 00:32:48.580]   God is gracious near the Lord I retreat
[00:32:48.580 --> 00:32:49.580]   God is gracious near the Lord I retreat
[00:32:49.580 --> 00:32:50.580]   God is gracious near the Lord I retreat
[00:32:50.580 --> 00:32:51.580]   God is gracious near the Lord I retreat
[00:32:51.580 --> 00:32:53.580]   God is gracious near the Lord I retreat
[00:32:53.580 --> 00:32:54.580]   God is gracious near the Lord I retreat
[00:32:54.580 --> 00:32:56.580]   God is gracious near the Lord I retreat
[00:32:56.580 --> 00:32:58.580]   God is gracious near the Lord I retreat
[00:32:58.580 --> 00:32:59.580]   God is gracious near the Lord I retreat
[00:32:59.580 --> 00:33:00.580]   God is gracious near the Lord I retreat
[00:33:00.580 --> 00:33:01.580]   God is gracious near the Lord I retreat
[00:33:01.580 --> 00:33:02.580]   God is gracious near the Lord I retreat
[00:33:02.580 --> 00:33:03.580]   God is gracious near the Lord I retreat
[00:33:03.580 --> 00:33:04.580]   God is gracious near the Lord I retreat
[00:33:04.580 --> 00:33:05.580]   God is gracious near the Lord I retreat
[00:33:05.580 --> 00:33:06.580]   God is gracious near the Lord I retreat
[00:33:06.580 --> 00:33:07.580]   God is gracious near the Lord I retreat
[00:33:07.580 --> 00:33:08.580]   God is gracious near the Lord I retreat
[00:33:08.580 --> 00:33:09.580]   God is gracious near the Lord I retreat
[00:33:09.580 --> 00:33:10.580]   God is gracious near the Lord I retreat
[00:33:10.580 --> 00:33:11.580]   God is gracious near the Lord I retreat
[00:33:11.580 --> 00:33:12.580]   God is gracious near the Lord I retreat
[00:33:12.580 --> 00:33:13.580]   God is gracious near the Lord I retreat
[00:33:13.580 --> 00:33:14.580]   God is gracious near the Lord I retreat
[00:33:14.580 --> 00:33:15.580]   God is gracious near the Lord I retreat
[00:33:15.580 --> 00:33:16.580]   God is gracious near the Lord I retreat
[00:33:16.580 --> 00:33:17.580]   God is gracious near the Lord I retreat
[00:33:17.580 --> 00:33:19.580]   God is gracious near the Lord I retreat
[00:33:19.580 --> 00:33:20.580]   God is gracious near the Lord I retreat
[00:33:20.580 --> 00:33:21.580]   God is gracious near the Lord I retreat
[00:33:21.580 --> 00:33:22.580]   God is gracious near the Lord I retreat
[00:33:22.580 --> 00:33:23.580]   God is gracious near the Lord I retreat
[00:33:23.580 --> 00:33:24.580]   God is gracious near the Lord I retreat
[00:33:24.580 --> 00:33:25.580]   God is gracious near the Lord I retreat
[00:33:25.580 --> 00:33:26.580]   God is gracious near the Lord I retreat
[00:33:26.580 --> 00:33:27.580]   God is gracious near the Lord I retreat
[00:33:27.580 --> 00:33:28.580]   God is gracious near the Lord I retreat
[00:33:28.580 --> 00:33:29.580]   God is gracious near the Lord I retreat
[00:33:29.580 --> 00:33:30.580]   God is gracious near the Lord I retreat
[00:33:30.580 --> 00:33:31.580]   God is gracious near the Lord I retreat
[00:33:31.580 --> 00:33:32.580]   God is gracious near the Lord I retreat
[00:33:32.580 --> 00:33:33.580]   God is gracious near the Lord I retreat
[00:33:33.580 --> 00:33:34.580]   God is gracious near the Lord I retreat
[00:33:34.580 --> 00:33:35.580]   God is gracious near the Lord I retreat
[00:33:35.580 --> 00:33:36.580]   God is gracious near the Lord I retreat
[00:33:36.580 --> 00:33:37.580]   God is gracious near the Lord I retreat
[00:33:37.580 --> 00:33:39.580]   God is gracious near the Lord I retreat
[00:33:39.580 --> 00:33:40.580]   God is gracious near the Lord I retreat
[00:33:40.580 --> 00:33:42.580]   God is gracious near the Lord I retreat
[00:33:42.580 --> 00:33:43.580]   God is gracious near the Lord I retreat
[00:33:43.580 --> 00:33:44.580]   God is gracious near the Lord I retreat
[00:33:44.580 --> 00:33:45.580]   God is gracious near the Lord I retreat
[00:33:45.580 --> 00:33:46.580]   God is gracious near the Lord I retreat
[00:33:46.580 --> 00:33:47.580]   God is gracious near the Lord I retreat
[00:33:47.580 --> 00:33:48.580]   God is gracious near the Lord I retreat
[00:33:48.580 --> 00:33:49.580]   God is gracious near the Lord I retreat
[00:33:49.580 --> 00:33:50.580]   God is gracious near the Lord I retreat
[00:33:50.580 --> 00:33:51.580]   God is gracious near the Lord I retreat
[00:33:51.580 --> 00:33:52.580]   God is gracious near the Lord I retreat
[00:33:52.580 --> 00:33:53.580]   God is gracious near the Lord I retreat
[00:33:53.580 --> 00:33:54.580]   God is gracious near the Lord I retreat
[00:33:54.580 --> 00:33:55.580]   God is gracious near the Lord I retreat
[00:33:55.580 --> 00:33:56.580]   God is gracious near the Lord I retreat
[00:33:56.580 --> 00:33:57.580]   God is gracious near the Lord I retreat
[00:33:57.580 --> 00:33:58.580]   God is gracious near the Lord I retreat
[00:33:58.580 --> 00:33:59.580]   God is gracious near the Lord I retreat
[00:33:59.580 --> 00:34:01.580]   God is gracious near the Lord I retreat
[00:34:01.580 --> 00:34:02.580]   God is gracious near the Lord I retreat
[00:34:02.580 --> 00:34:03.580]   God is gracious near the Lord I retreat
[00:34:03.580 --> 00:34:05.580]   God is gracious near the Lord I retreat
[00:34:05.580 --> 00:34:07.580]   God is gracious near the Lord I retreat
[00:34:07.580 --> 00:34:08.580]   God is gracious near the Lord I retreat
[00:34:08.580 --> 00:34:09.580]   God is gracious near the Lord I retreat
[00:34:09.580 --> 00:34:10.580]   God is gracious near the Lord I retreat
[00:34:10.580 --> 00:34:11.580]   God is gracious near the Lord I retreat
[00:34:11.580 --> 00:34:12.580]   God is gracious near the Lord I retreat
[00:34:12.580 --> 00:34:13.580]   God is gracious near the Lord I retreat
[00:34:13.580 --> 00:34:14.580]   God is gracious near the Lord I retreat
[00:34:14.580 --> 00:34:15.580]   God is gracious near the Lord I retreat
[00:34:15.580 --> 00:34:16.580]   God is gracious near the Lord I retreat
[00:34:16.580 --> 00:34:17.580]   God is gracious near the Lord I retreat
[00:34:17.580 --> 00:34:18.580]   God is gracious near the Lord I retreat
[00:34:18.580 --> 00:34:19.580]   God is gracious near the Lord I retreat
[00:34:19.580 --> 00:34:20.580]   God is gracious near the Lord I retreat
[00:34:20.580 --> 00:34:21.580]   God is gracious near the Lord I retreat
[00:34:21.580 --> 00:34:22.580]   God is gracious near the Lord I retreat
[00:34:22.580 --> 00:34:23.580]   God is gracious near the Lord I retreat
[00:34:23.580 --> 00:34:25.580]   God is gracious near the Lord I retreat
[00:34:25.580 --> 00:34:26.580]   God is gracious near the Lord I retreat
[00:34:26.580 --> 00:34:27.580]   God is gracious near the Lord I retreat
[00:34:27.580 --> 00:34:28.580]   God is gracious near the Lord I retreat
[00:34:28.580 --> 00:34:30.580]   God is gracious near the Lord I retreat
[00:34:30.580 --> 00:34:31.580]   God is gracious near the Lord I retreat
[00:34:31.580 --> 00:34:33.580]   God is gracious near the Lord I retreat
[00:34:33.580 --> 00:34:34.580]   God is gracious near the Lord I retreat
[00:34:34.580 --> 00:34:35.580]   God is gracious near the Lord I retreat
[00:34:35.580 --> 00:34:36.580]   God is gracious near the Lord I retreat
[00:34:36.580 --> 00:34:37.580]   God is gracious near the Lord I retreat
[00:34:37.580 --> 00:34:38.580]   God is gracious near the Lord I retreat
[00:34:38.580 --> 00:34:39.580]   God is gracious near the Lord I retreat
[00:34:39.580 --> 00:34:40.580]   God is gracious near the Lord I retreat
[00:34:40.580 --> 00:34:41.580]   God is gracious near the Lord I retreat
[00:34:41.580 --> 00:34:42.580]   God is gracious near the Lord I retreat
[00:34:42.580 --> 00:34:43.580]   God is gracious near the Lord I retreat
[00:34:43.580 --> 00:34:44.580]   God is gracious near the Lord I retreat
[00:34:44.580 --> 00:34:45.580]   God is gracious near the Lord I retreat
[00:34:45.580 --> 00:34:46.580]   God is gracious near the Lord I retreat
[00:34:46.580 --> 00:34:47.580]   God is gracious near the Lord I retreat
[00:34:47.580 --> 00:34:48.580]   God is gracious near the Lord I retreat
[00:34:48.580 --> 00:34:49.580]   God is gracious near the Lord I retreat
[00:34:49.580 --> 00:34:50.580]   God is gracious near the Lord I retreat
[00:34:50.580 --> 00:34:51.580]   God is gracious near the Lord I retreat
[00:34:51.580 --> 00:34:53.580]   God is gracious near the Lord I retreat
[00:34:53.580 --> 00:34:54.580]   God is gracious near the Lord I retreat
[00:34:54.580 --> 00:34:55.580]   God is gracious near the Lord I retreat
[00:34:55.580 --> 00:34:56.580]   God is gracious near the Lord I retreat
[00:34:56.580 --> 00:34:57.580]   God is gracious near the Lord I retreat
[00:34:57.580 --> 00:34:58.580]   God is gracious near the Lord I retreat
[00:34:58.580 --> 00:34:59.580]   God is gracious near the Lord I retreat
[00:34:59.580 --> 00:35:00.580]   God is gracious near the Lord I retreat
[00:35:00.580 --> 00:35:01.580]   God is gracious near the Lord I retreat
[00:35:01.580 --> 00:35:02.580]   God is gracious near the Lord I retreat
[00:35:02.580 --> 00:35:03.580]   God is gracious near the Lord I retreat
[00:35:03.580 --> 00:35:04.580]   God is gracious near the Lord I retreat
[00:35:04.580 --> 00:35:05.580]   God is gracious near the Lord I retreat
[00:35:05.580 --> 00:35:06.580]   God is gracious near the Lord I retreat
[00:35:06.580 --> 00:35:07.580]   God is gracious near the Lord I retreat
[00:35:07.580 --> 00:35:08.580]   God is gracious near the Lord I retreat
[00:35:08.580 --> 00:35:09.580]   God is gracious near the Lord I retreat
[00:35:09.580 --> 00:35:10.580]   God is gracious near the Lord I retreat
[00:35:10.580 --> 00:35:12.580]   God is gracious near the Lord I retreat
[00:35:12.580 --> 00:35:14.580]   God is gracious near the Lord I retreat
[00:35:14.580 --> 00:35:15.580]   God is gracious near the Lord I retreat
[00:35:15.580 --> 00:35:16.580]   God is gracious near the Lord I retreat
[00:35:16.580 --> 00:35:17.580]   God is gracious near the Lord I retreat
[00:35:17.580 --> 00:35:18.580]   God is gracious near the Lord I retreat
[00:35:18.580 --> 00:35:19.580]   God is gracious near the Lord I retreat
[00:35:19.580 --> 00:35:20.580]   God is gracious near the Lord I retreat
[00:35:20.580 --> 00:35:21.580]   God is gracious near the Lord I retreat
[00:35:21.580 --> 00:35:22.580]   God is gracious near the Lord I retreat
[00:35:22.580 --> 00:35:23.580]   God is gracious near the Lord I retreat
[00:35:23.580 --> 00:35:24.580]   God is gracious near the Lord I retreat
[00:35:24.580 --> 00:35:25.580]   God is gracious near the Lord I retreat
[00:35:25.580 --> 00:35:26.580]   God is gracious near the Lord I retreat
[00:35:26.580 --> 00:35:27.580]   God is gracious near the Lord I retreat
[00:35:27.580 --> 00:35:28.580]   God is gracious near the Lord I retreat
[00:35:28.580 --> 00:35:29.580]   God is gracious near the Lord I retreat
[00:35:29.580 --> 00:35:30.580]   God is gracious near the Lord I retreat
[00:35:30.580 --> 00:35:31.580]   God is gracious near the Lord I retreat
[00:35:31.580 --> 00:35:32.580]   God is gracious near the Lord I retreat
[00:35:32.580 --> 00:35:33.580]   God is gracious near the Lord I retreat
[00:35:33.580 --> 00:35:34.580]   God is gracious near the Lord I retreat
[00:35:34.580 --> 00:35:35.580]   God is gracious near the Lord I retreat
[00:35:35.580 --> 00:35:37.580]   God is gracious near the Lord I retreat
[00:35:37.580 --> 00:35:38.580]   God is gracious near the Lord I retreat
[00:35:38.580 --> 00:35:39.580]   God is gracious near the Lord I retreat
[00:35:39.580 --> 00:35:40.580]   God is gracious near the Lord I retreat
[00:35:40.580 --> 00:35:41.580]   God is gracious near the Lord I retreat
[00:35:41.580 --> 00:35:42.580]   God is gracious near the Lord I retreat
[00:35:42.580 --> 00:35:43.580]   God is gracious near the Lord I retreat
[00:35:43.580 --> 00:35:44.580]   God is gracious near the Lord I retreat
[00:35:44.580 --> 00:35:45.580]   God is gracious near the Lord I retreat
[00:35:45.580 --> 00:35:46.580]   God is gracious near the Lord I retreat
[00:35:46.580 --> 00:35:47.580]   God is gracious near the Lord I retreat
[00:35:47.580 --> 00:35:48.580]   God is gracious near the Lord I retreat
[00:35:48.580 --> 00:35:49.580]   God is gracious near the Lord I retreat
[00:35:49.580 --> 00:35:50.580]   God is gracious near the Lord I retreat
[00:35:50.580 --> 00:35:51.580]   God is gracious near the Lord I retreat
[00:35:51.580 --> 00:35:52.580]   God is gracious near the Lord I retreat
[00:35:52.580 --> 00:35:53.580]   God is gracious near the Lord I retreat
[00:35:53.580 --> 00:35:54.580]   God is gracious near the Lord I retreat
[00:35:54.580 --> 00:35:55.580]   God is gracious near the Lord I retreat
[00:35:55.580 --> 00:35:56.580]   God is gracious near the Lord I retreat
[00:35:56.580 --> 00:35:58.580]   God is gracious near the Lord I retreat
[00:35:58.580 --> 00:36:01.580]   God is gracious near the Lord I retreat
[00:36:01.580 --> 00:36:02.580]   God is gracious near the Lord I retreat
[00:36:02.580 --> 00:36:03.580]   God is gracious near the Lord I retreat
[00:36:03.580 --> 00:36:04.580]   God is gracious near the Lord I retreat
[00:36:04.580 --> 00:36:05.580]   God is gracious near the Lord I retreat
[00:36:05.580 --> 00:36:06.580]   God is gracious near the Lord I retreat
[00:36:06.580 --> 00:36:07.580]   God is gracious near the Lord I retreat
[00:36:07.580 --> 00:36:08.580]   God is gracious near the Lord I retreat
[00:36:08.580 --> 00:36:09.580]   God is gracious near the Lord I retreat
[00:36:09.580 --> 00:36:10.580]   God is gracious near the Lord I retreat
[00:36:10.580 --> 00:36:11.580]   God is gracious near the Lord I retreat
[00:36:11.580 --> 00:36:12.580]   God is gracious near the Lord I retreat
[00:36:12.580 --> 00:36:13.580]   God is gracious near the Lord I retreat
[00:36:13.580 --> 00:36:14.580]   God is gracious near the Lord I retreat
[00:36:14.580 --> 00:36:15.580]   God is gracious near the Lord I retreat
[00:36:15.580 --> 00:36:16.580]   God is gracious near the Lord I retreat
[00:36:16.580 --> 00:36:17.580]   God is gracious near the Lord I retreat
[00:36:17.580 --> 00:36:18.580]   God is gracious near the Lord I retreat
[00:36:18.580 --> 00:36:19.580]   God is gracious near the Lord I retreat
[00:36:19.580 --> 00:36:21.580]   God is gracious near the Lord I retreat
[00:36:21.580 --> 00:36:22.580]   God is gracious near the Lord I retreat
[00:36:22.580 --> 00:36:23.580]   God is gracious near the Lord I retreat
[00:36:23.580 --> 00:36:24.580]   God is gracious near the Lord I retreat
[00:36:24.580 --> 00:36:25.580]   God is gracious near the Lord I retreat
