
[00:00:00.000 --> 00:00:06.760]   Okay. Let's pray.
[00:53:59.080 --> 00:54:00.080]   Thank you.
[00:54:00.080 --> 00:54:01.080]   Thank you.
[00:54:01.080 --> 00:54:01.080]   Thank you.
[00:54:01.080 --> 00:54:02.080]   Thank you.
[00:54:02.080 --> 00:54:03.080]   Thank you.
[00:54:03.080 --> 00:54:04.080]   Thank you.
[00:54:04.080 --> 00:54:05.080]   Thank you.
[00:54:05.080 --> 00:54:06.080]   Thank you.
[00:54:06.080 --> 00:54:07.080]   Thank you.
[00:54:07.080 --> 00:54:08.080]   Thank you.
[00:54:08.080 --> 00:54:09.080]   Thank you.
[00:54:09.080 --> 00:54:10.080]   Thank you.
[00:54:10.080 --> 00:54:11.080]   Thank you.
[00:54:11.080 --> 00:54:12.080]   Thank you.
[00:54:12.080 --> 00:54:12.080]   Thank you.
[00:54:12.080 --> 00:54:13.080]   Thank you.
[00:54:13.080 --> 00:54:14.080]   Thank you.
[00:54:14.080 --> 00:54:15.080]   Thank you.
[00:54:15.080 --> 00:54:16.080]   Thank you.
[00:54:16.080 --> 00:54:16.080]   Thank you.
[00:54:16.080 --> 00:54:17.080]   Thank you.
[00:54:17.080 --> 00:54:18.080]   Thank you.
[00:54:18.080 --> 00:54:19.080]   Thank you.
[00:54:19.080 --> 00:54:20.080]   Thank you.
[00:54:20.080 --> 00:54:21.080]   Thank you.
[00:54:21.080 --> 00:54:22.080]   Thank you.
[00:54:22.080 --> 00:54:23.080]   Thank you.
[00:54:23.080 --> 00:54:24.080]   Thank you.
[00:54:24.080 --> 00:54:25.080]   Thank you.
[00:54:25.080 --> 00:54:26.080]   Thank you.
[00:54:26.080 --> 00:54:27.080]   Thank you.
[00:54:27.080 --> 00:54:28.080]   Thank you.
[00:54:28.080 --> 00:54:29.080]   Thank you.
[00:54:29.080 --> 00:54:30.080]   Thank you.
[00:54:30.080 --> 00:54:31.080]   Thank you.
[00:54:31.080 --> 00:54:32.080]   Thank you.
[00:54:32.080 --> 00:54:33.080]   Thank you.
[00:54:33.080 --> 00:54:34.080]   Thank you.
[00:54:34.080 --> 00:54:35.080]   Thank you.
[00:54:35.080 --> 00:54:36.080]   Thank you.
[00:54:36.080 --> 00:54:37.080]   Thank you.
[00:54:37.080 --> 00:54:38.080]   Thank you.
[00:54:38.080 --> 00:54:39.080]   Thank you.
[00:54:39.080 --> 00:54:39.080]   Thank you.
[00:54:39.080 --> 00:54:40.080]   Thank you.
[00:54:40.080 --> 00:54:41.080]   Thank you.
[00:54:41.080 --> 00:54:42.080]   Thank you.
[00:54:42.080 --> 00:54:43.080]   Thank you.
[00:54:43.080 --> 00:54:43.080]   Thank you.
[00:54:43.080 --> 00:54:44.080]   Thank you.
[00:54:44.080 --> 00:54:45.080]   Thank you.
[00:54:45.080 --> 00:54:46.080]   Thank you.
[00:54:46.080 --> 00:54:47.080]   Thank you.
[00:54:47.080 --> 00:54:48.080]   Thank you.
[00:54:48.080 --> 00:54:49.080]   Thank you.
[00:54:49.080 --> 00:54:50.080]   Thank you.
[00:54:50.080 --> 00:54:51.080]   Thank you.
[00:54:51.080 --> 00:54:52.080]   Thank you.
[00:54:52.080 --> 00:54:53.080]   Thank you.
[00:54:53.080 --> 00:54:54.080]   Thank you.
[00:54:54.080 --> 00:54:55.080]   Thank you.
[00:54:55.080 --> 00:54:56.080]   Thank you.
[00:54:56.080 --> 00:54:57.080]   Thank you.
[00:54:57.080 --> 00:54:57.080]   Thank you.
[00:54:57.080 --> 00:54:58.080]   Thank you.
[00:54:58.080 --> 00:54:59.080]   Thank you.
[00:54:59.080 --> 00:55:00.080]   Thank you.
[00:55:00.080 --> 00:55:01.080]   Thank you.
[00:55:01.080 --> 00:55:02.080]   Thank you.
[00:55:02.080 --> 00:55:03.080]   Thank you.
[00:55:03.080 --> 00:55:04.080]   Thank you.
[00:55:04.080 --> 00:55:05.080]   Thank you.
[00:55:05.080 --> 00:55:06.080]   Thank you.
[00:55:06.080 --> 00:55:07.080]   Thank you.
[00:55:07.080 --> 00:55:08.080]   Thank you.
[00:55:08.080 --> 00:55:09.080]   Thank you.
[00:55:09.080 --> 00:55:10.080]   Thank you.
[00:55:10.080 --> 00:55:11.080]   Thank you.
[00:55:11.080 --> 00:55:12.080]   Thank you.
[00:55:12.080 --> 00:55:13.080]   Thank you.
[00:55:13.080 --> 00:55:14.080]   Thank you.
[00:55:14.080 --> 00:55:14.080]   Thank you.
[00:55:14.080 --> 00:55:15.080]   Thank you.
[00:55:15.080 --> 00:55:16.080]   Thank you.
[00:55:16.080 --> 00:55:17.080]   Thank you.
[00:55:17.080 --> 00:55:18.080]   Thank you.
[00:55:18.080 --> 00:55:19.080]   Thank you.
[00:55:19.080 --> 00:55:20.080]   Thank you.
[00:55:20.080 --> 00:55:21.080]   Thank you.
[00:55:21.080 --> 00:55:22.080]   Thank you.
[00:55:22.080 --> 00:55:23.080]   Thank you.
[00:55:23.080 --> 00:55:24.080]   Thank you.
[00:55:24.080 --> 00:55:25.080]   Thank you.
[00:55:25.080 --> 00:55:26.080]   Thank you.
[00:55:26.080 --> 00:55:27.080]   Thank you.
[00:55:27.080 --> 00:55:28.080]   Thank you.
[00:55:28.080 --> 00:55:29.080]   Thank you.
[00:55:29.080 --> 00:55:30.080]   Thank you.
[00:55:30.080 --> 00:55:31.080]   Thank you.
[00:55:31.080 --> 00:55:32.080]   Thank you.
[00:55:32.080 --> 00:55:32.080]   Thank you.
[00:55:32.080 --> 00:55:33.080]   Thank you.
[00:55:33.080 --> 00:55:34.080]   Thank you.
[00:55:34.080 --> 00:55:35.080]   Thank you.
[00:55:35.080 --> 00:55:36.080]   Thank you.
[00:55:36.080 --> 00:55:37.080]   Thank you.
[00:55:37.080 --> 00:55:38.080]   Thank you.
[00:55:38.080 --> 00:55:39.080]   Thank you.
[00:55:39.080 --> 00:55:40.080]   Thank you.
[00:55:40.080 --> 00:55:41.080]   Thank you.
[00:55:41.080 --> 00:55:42.080]   Thank you.
[00:55:42.080 --> 00:55:43.080]   Thank you.
[00:55:43.080 --> 00:55:44.080]   Thank you.
[00:55:44.080 --> 00:55:45.080]   Thank you.
[00:55:45.080 --> 00:55:46.080]   Thank you.
[00:55:46.080 --> 00:55:47.080]   Thank you.
[00:55:47.080 --> 00:55:48.080]   Thank you.
[00:55:48.080 --> 00:55:49.080]   Thank you.
[00:55:49.080 --> 00:55:50.080]   Thank you.
[00:55:50.080 --> 00:55:51.080]   Thank you.
[00:55:51.080 --> 00:55:52.080]   Thank you.
[00:55:52.080 --> 00:55:53.080]   Thank you.
[00:55:53.080 --> 00:55:54.080]   Thank you.
[00:55:54.080 --> 00:55:55.080]   Thank you.
[00:55:55.080 --> 00:55:56.080]   Thank you.
[00:55:56.080 --> 00:55:57.080]   Thank you.
[00:55:57.080 --> 00:55:58.080]   Thank you.
[00:55:58.080 --> 00:55:59.080]   Thank you.
[00:55:59.080 --> 00:56:00.080]   Thank you.
[00:56:00.080 --> 00:56:01.080]   Thank you.
[00:56:01.080 --> 00:56:01.080]   Thank you.
[00:56:01.080 --> 00:56:02.080]   Thank you.
[00:56:02.080 --> 00:56:03.080]   Thank you.
[00:56:03.080 --> 00:56:04.080]   Thank you.
[00:56:04.080 --> 00:56:05.080]   Thank you.
[00:56:05.080 --> 00:56:06.080]   Thank you.
[00:56:06.080 --> 00:56:07.080]   Thank you.
[00:56:07.080 --> 00:56:08.080]   Thank you.
[00:56:08.080 --> 00:56:09.080]   Thank you.
[00:56:09.080 --> 00:56:10.080]   Thank you.
[00:56:10.080 --> 00:56:11.080]   Thank you.
[00:56:11.080 --> 00:56:11.080]   Thank you.
[00:56:11.080 --> 00:56:12.080]   Thank you.
[00:56:12.080 --> 00:56:13.080]   Thank you.
[00:56:13.080 --> 00:56:13.080]   Thank you.
[00:56:13.080 --> 00:56:14.080]   Thank you.
[00:56:14.080 --> 00:56:15.080]   Thank you.
[00:56:15.080 --> 00:56:16.080]   Thank you.
[00:56:16.080 --> 00:56:16.080]   Thank you.
[00:56:16.080 --> 00:56:17.080]   Thank you.
[00:56:17.080 --> 00:56:18.080]   Thank you.
[00:56:18.080 --> 00:56:19.080]   Thank you.
[00:56:19.080 --> 00:56:20.080]   Thank you.
[00:56:20.080 --> 00:56:21.080]   Thank you.
[00:56:21.080 --> 00:56:21.080]   Thank you.
[00:56:21.080 --> 00:56:22.080]   Thank you.
[00:56:22.080 --> 00:56:23.080]   Thank you.
[00:56:23.080 --> 00:56:24.080]   Thank you.
[00:56:24.080 --> 00:56:25.080]   Thank you.
[00:56:25.080 --> 00:56:26.080]   Thank you.
[00:56:26.080 --> 00:56:27.080]   Thank you.
[00:56:27.080 --> 00:56:28.080]   Thank you.
[00:56:28.080 --> 00:56:29.080]   Thank you.
[00:56:29.080 --> 00:56:30.080]   Thank you.
[00:56:30.080 --> 00:56:31.080]   Thank you.
[00:56:31.080 --> 00:56:32.080]   Thank you.
[00:56:32.080 --> 00:56:33.080]   Thank you.
[00:56:33.080 --> 00:56:34.080]   Thank you.
[00:56:34.080 --> 00:56:35.080]   Thank you.
[00:56:35.080 --> 00:56:36.080]   Thank you.
[00:56:36.080 --> 00:56:37.080]   Thank you.
[00:56:37.080 --> 00:56:38.080]   Thank you.
[00:56:38.080 --> 00:56:39.080]   Thank you.
[00:56:39.080 --> 00:56:40.080]   Thank you.
[00:56:40.080 --> 00:56:41.080]   Thank you.
[00:56:41.080 --> 00:56:42.080]   Thank you.
[00:56:42.080 --> 00:56:43.080]   Thank you.
[00:56:43.080 --> 00:56:44.080]   Thank you.
[00:56:44.080 --> 00:56:45.080]   Thank you.
[00:56:45.080 --> 00:56:46.080]   Thank you.
[00:56:46.080 --> 00:56:47.080]   Thank you.
[00:56:47.080 --> 00:56:48.080]   Thank you.
[00:56:48.080 --> 00:56:49.080]   Thank you.
[00:56:49.080 --> 00:56:49.080]   Thank you.
[00:56:49.080 --> 00:56:50.080]   Thank you.
[00:56:50.080 --> 00:56:51.080]   Thank you.
[00:56:51.080 --> 00:56:52.080]   Thank you.
[00:56:52.080 --> 00:56:53.080]   Thank you.
[00:56:53.080 --> 00:56:54.080]   Thank you.
[00:56:54.080 --> 00:56:55.080]   Thank you.
[00:56:55.080 --> 00:56:56.080]   Thank you.
[00:56:56.080 --> 00:56:57.080]   Thank you.
[00:56:57.080 --> 00:56:58.080]   Thank you.
[00:56:58.080 --> 00:56:59.080]   Thank you.
[00:56:59.080 --> 00:57:00.080]   Thank you.
[00:57:00.080 --> 00:57:01.080]   Thank you.
[00:57:01.080 --> 00:57:02.080]   Thank you.
[00:57:02.080 --> 00:57:03.080]   Thank you.
[00:57:03.080 --> 00:57:04.080]   Thank you.
[00:57:04.080 --> 00:57:05.080]   Thank you.
[00:57:05.080 --> 00:57:06.080]   Thank you.
[00:57:06.080 --> 00:57:07.080]   Thank you.
[00:57:07.080 --> 00:57:08.080]   Thank you.
[00:57:08.080 --> 00:57:09.080]   Thank you.
[00:57:09.080 --> 00:57:10.080]   Thank you.
[00:57:10.080 --> 00:57:11.080]   Thank you.
[00:57:11.080 --> 00:57:12.080]   Thank you.
[00:57:12.080 --> 00:57:13.080]   Thank you.
[00:57:13.080 --> 00:57:14.080]   Thank you.
[00:57:14.080 --> 00:57:15.080]   Thank you.
[00:57:15.080 --> 00:57:16.080]   Thank you.
[00:57:16.080 --> 00:57:17.080]   Thank you.
[00:57:17.080 --> 00:57:18.080]   Thank you.
[00:57:18.080 --> 00:57:19.080]   Thank you.
[00:57:19.080 --> 00:57:20.080]   Thank you.
[00:57:20.080 --> 00:57:21.080]   Thank you.
[00:57:21.080 --> 00:57:22.080]   Thank you.
[00:57:22.080 --> 00:57:23.080]   Thank you.
[00:57:23.080 --> 00:57:24.080]   Thank you.
[00:57:24.080 --> 00:57:25.080]   Thank you.
[00:57:25.080 --> 00:57:26.080]   Thank you.
[00:57:26.080 --> 00:57:27.080]   Thank you.
[00:57:27.080 --> 00:57:28.080]   Thank you.
[00:57:28.080 --> 00:57:29.080]   Thank you.
[00:57:29.080 --> 00:57:30.080]   Thank you.
[00:57:30.080 --> 00:57:31.080]   Thank you.
[00:57:31.080 --> 00:57:32.080]   Thank you.
[00:57:32.080 --> 00:57:33.080]   Thank you.
[00:57:33.080 --> 00:57:34.080]   Thank you.
[00:57:34.080 --> 00:57:35.080]   Thank you.
[00:57:35.080 --> 00:57:36.080]   Thank you.
[00:57:36.080 --> 00:57:37.080]   Thank you.
[00:57:37.080 --> 00:57:38.080]   Thank you.
[00:57:38.080 --> 00:57:39.080]   Thank you.
[00:57:39.080 --> 00:57:40.080]   Thank you.
[00:57:40.080 --> 00:57:41.080]   Thank you.
[00:57:41.080 --> 00:57:42.080]   Thank you.
[00:57:42.080 --> 00:57:43.080]   Thank you.
[00:57:43.080 --> 00:57:44.080]   Thank you.
[00:57:44.080 --> 00:57:45.080]   Thank you.
[00:57:45.080 --> 00:57:46.080]   Thank you.
[00:57:46.080 --> 00:57:47.080]   Thank you.
[00:57:47.080 --> 00:57:48.080]   Thank you.
[00:57:48.080 --> 00:57:49.080]   Thank you.
[00:57:49.080 --> 00:57:50.080]   Thank you.
[00:57:50.080 --> 00:57:51.080]   Thank you.
[00:57:51.080 --> 00:57:52.080]   Thank you.
[00:57:52.080 --> 00:57:53.080]   Thank you.
[00:57:53.080 --> 00:57:54.080]   Thank you.
[00:57:54.080 --> 00:57:55.080]   Thank you.
[00:57:55.080 --> 00:57:55.080]   Thank you.
[00:57:55.080 --> 00:57:56.080]   Thank you.
[00:57:56.080 --> 00:57:57.080]   Thank you.
[00:57:57.080 --> 00:57:58.080]   Thank you.
[00:57:58.080 --> 00:57:59.080]   Thank you.
[00:57:59.080 --> 00:58:00.080]   Thank you.
[00:58:00.080 --> 00:58:01.080]   Thank you.
[00:58:01.080 --> 00:58:02.080]   Thank you.
[00:58:02.080 --> 00:58:03.080]   Thank you.
[00:58:03.080 --> 00:58:04.080]   Thank you.
[00:58:04.080 --> 00:58:05.080]   Thank you.
[00:58:05.080 --> 00:58:06.080]   Thank you.
[00:58:06.080 --> 00:58:07.080]   Thank you.
[00:58:07.080 --> 00:58:08.080]   Thank you.
[00:58:08.080 --> 00:58:09.080]   Thank you.
[00:58:09.080 --> 00:58:10.080]   Thank you.
[00:58:10.080 --> 00:58:11.080]   Thank you.
[00:58:11.080 --> 00:58:12.080]   Thank you.
[00:58:12.080 --> 00:58:13.080]   Thank you.
[00:58:13.080 --> 00:58:14.080]   Thank you.
[00:58:14.080 --> 00:58:15.080]   Thank you.
[00:58:15.080 --> 00:58:16.080]   Thank you.
[00:58:16.080 --> 00:58:17.080]   Thank you.
[00:58:17.080 --> 00:58:18.080]   Thank you.
[00:58:18.080 --> 00:58:19.080]   Thank you.
[00:58:19.080 --> 00:58:20.080]   Thank you.
[00:58:20.080 --> 00:58:21.080]   Thank you.
[00:58:21.080 --> 00:58:22.080]   Thank you.
[00:58:22.080 --> 00:58:23.080]   Thank you.
[00:58:23.080 --> 00:58:24.080]   Thank you.
[00:58:24.080 --> 00:58:25.080]   Thank you.
[00:58:25.080 --> 00:58:25.080]   Thank you.
[00:58:25.080 --> 00:58:26.080]   Thank you.
[00:58:26.080 --> 00:58:27.080]   Thank you.
[00:58:27.080 --> 00:58:28.080]   Thank you.
[00:58:28.080 --> 00:58:29.080]   Thank you.
[00:58:29.080 --> 00:58:29.080]   Thank you.
[00:58:29.080 --> 00:58:30.080]   Thank you.
[00:58:30.080 --> 00:58:31.080]   Thank you.
[00:58:31.080 --> 00:58:32.080]   Thank you.
[00:58:32.080 --> 00:58:33.080]   Thank you.
[00:58:33.080 --> 00:58:34.080]   Thank you.
[00:58:34.080 --> 00:58:34.080]   Thank you.
[00:58:34.080 --> 00:58:35.080]   Thank you.
[00:58:35.080 --> 00:58:36.080]   Thank you.
[00:58:36.080 --> 00:58:36.080]   Thank you.
[00:58:36.080 --> 00:58:37.080]   Thank you.
[00:58:37.080 --> 00:58:38.080]   Thank you.
[00:58:38.080 --> 00:58:39.080]   Thank you.
[00:58:39.080 --> 00:58:40.080]   Thank you.
[00:58:40.080 --> 00:58:41.080]   Thank you.
[00:58:41.080 --> 00:58:42.080]   Thank you.
[00:58:42.080 --> 00:58:43.080]   Thank you.
[00:58:43.080 --> 00:58:44.080]   Thank you.
[00:58:44.080 --> 00:58:44.080]   Thank you.
[00:58:44.080 --> 00:58:45.080]   Thank you.
[00:58:45.080 --> 00:58:45.080]   Thank you.
[00:58:45.080 --> 00:58:46.080]   Thank you.
[00:58:46.080 --> 00:58:48.080]   Thank you.
[00:59:13.080 --> 00:59:40.080]   Thank you.
[00:59:40.080 --> 00:59:42.080]   Thank you.
[00:59:42.080 --> 00:59:44.080]   Thank you.
[00:59:44.080 --> 00:59:45.080]   Thank you.
[00:59:45.080 --> 00:59:46.080]   Thank you.
[00:59:46.080 --> 00:59:47.080]   Thank you.
[00:59:47.080 --> 00:59:47.080]   Thank you.
[00:59:47.080 --> 00:59:47.080]   Thank you.
[00:59:47.080 --> 00:59:48.080]   Thank you.
[00:59:48.080 --> 00:59:48.080]   Thank you.
[00:59:48.080 --> 00:59:48.080]   Thank you.
[00:59:48.080 --> 00:59:49.080]   Thank you.
[00:59:49.080 --> 00:59:49.080]   Thank you.
[00:59:49.080 --> 00:59:50.140]   Thank you.
[00:59:50.140 --> 00:59:51.140]   Thank you.
[00:59:51.140 --> 00:59:52.140]   Thank you.
[00:59:52.140 --> 00:59:52.140]   Thank you.
[00:59:52.140 --> 01:00:22.120]   Thank you.
[01:00:22.120 --> 01:00:52.100]   Thank you.
[01:00:52.100 --> 01:01:22.080]   Thank you.
[01:01:22.080 --> 01:01:52.060]   Thank you.
[01:01:52.060 --> 01:01:56.100]   All right.
[01:01:56.100 --> 01:02:01.660]   Well, if we are ready, let's go ahead and begin.
[01:02:04.480 --> 01:02:05.840]   I'll pray to open this time.
[01:02:05.840 --> 01:02:06.820]   Let's pray.
[01:02:06.820 --> 01:02:13.760]   Heavenly Father, we pray that you would help us to see and understand your words, your heart.
[01:02:13.760 --> 01:02:20.160]   God, thank you so much that in the examples given that we can really see how everything is pointing to Jesus.
[01:02:21.160 --> 01:02:22.360]   It's in his name we pray, amen.
[01:02:22.360 --> 01:02:22.400]   Amen.
[01:02:22.400 --> 01:02:25.520]   Genesis 18 and 19.
[01:02:25.520 --> 01:02:34.240]   We are in the promised birth of Isaac and some of us would, I mean, pretty much all of us, we probably are seeing a little bit of deja vu.
[01:02:35.100 --> 01:02:39.960]   We recognize that the promise has already been given many times, actually.
[01:02:39.960 --> 01:02:44.800]   And then just last chapter, it seemed like there was a very similar rehashing that had happened.
[01:02:44.800 --> 01:02:47.640]   And then we see the destruction of Sodom and Gomorrah.
[01:02:47.900 --> 01:02:51.880]   We're going to break these two chapters into five chunks today.
[01:02:51.880 --> 01:02:55.800]   So we'll go a little bit bigger, wider swaths.
[01:02:55.800 --> 01:02:57.560]   And you can do this.
[01:02:57.560 --> 01:03:03.900]   You can do this easily, which is especially in narratives, what you want to do is break them up into chunks.
[01:03:04.060 --> 01:03:09.300]   And so, for example, you don't have to do exactly like this, but number one, God visits and reaffirms the Son.
[01:03:09.300 --> 01:03:10.720]   Very simple.
[01:03:10.720 --> 01:03:14.760]   And it helps us to see in these chunks what's going on.
[01:03:14.760 --> 01:03:16.920]   Number two, the judgment and the intercession.
[01:03:16.920 --> 01:03:21.380]   So God pronounces this judgment and then we see this back and forth between God and Abraham.
[01:03:21.380 --> 01:03:26.260]   And then, number three, the two angels go and we see the wickedness of Sodom.
[01:03:26.260 --> 01:03:33.680]   And then, number four, the warning that's given to his family and then the destruction that comes and then the aftermath.
[01:03:34.460 --> 01:03:40.380]   So by breaking it down like this, it helps us to see a little bit better what's going on in the flow of the text.
[01:03:40.380 --> 01:03:41.580]   So here's the first.
[01:03:41.580 --> 01:03:44.080]   God visits and reaffirms a Son.
[01:03:44.080 --> 01:03:46.320]   Chapter 18, verse 1 through 15.
[01:03:46.320 --> 01:03:51.600]   Now, what you want to do in inductive study, again, you don't want to just come and listen to what I'm doing here
[01:03:51.600 --> 01:03:53.740]   or just try to listen to what everybody else got.
[01:03:53.740 --> 01:03:56.080]   You want to be trying to ask the questions.
[01:03:56.080 --> 01:03:58.440]   We can all do this quite easily.
[01:03:58.440 --> 01:04:00.820]   So, ask questions.
[01:04:00.820 --> 01:04:02.480]   Go through the text.
[01:04:02.600 --> 01:04:04.260]   Don't just have question marks over your brain.
[01:04:04.260 --> 01:04:12.420]   What you want to do is look and, like, actually write them down on a piece of paper or type it out or on a notepad or something.
[01:04:12.420 --> 01:04:14.260]   Who were these three men?
[01:04:14.260 --> 01:04:15.760]   Very, very simple.
[01:04:15.760 --> 01:04:17.520]   And you could start piecing some things together.
[01:04:17.520 --> 01:04:19.520]   Why Abraham's hospitality?
[01:04:19.520 --> 01:04:21.260]   Why was he doing all of this?
[01:04:21.260 --> 01:04:23.980]   Why Abraham's frenetic energy?
[01:04:23.980 --> 01:04:25.720]   It seems like he's kind of running around everywhere.
[01:04:25.720 --> 01:04:27.700]   Isn't this man, like, 100 years old?
[01:04:27.700 --> 01:04:28.400]   What's he doing?
[01:04:29.380 --> 01:04:32.260]   Why the reiteration of the promise this time next year?
[01:04:32.260 --> 01:04:36.160]   Like, we're listening to this and we're like, do we have a timing right here?
[01:04:36.160 --> 01:04:37.420]   Didn't he already say this?
[01:04:37.420 --> 01:04:39.420]   Is this, like, really close to each other?
[01:04:40.540 --> 01:04:43.160]   Why the details of Sarah hiding and laughing?
[01:04:43.160 --> 01:04:45.560]   And so, we have all of those questions.
[01:04:45.560 --> 01:04:48.020]   And then we just kind of take it chunk by chunk.
[01:04:48.020 --> 01:04:49.620]   Now, we start reading.
[01:04:49.620 --> 01:04:52.320]   It says, now the Lord appeared to him by the oaks of Mamre.
[01:04:53.200 --> 01:04:57.300]   And the oaks of Mamre should already start sticking to our brains now.
[01:04:57.300 --> 01:05:03.640]   Remember, the oaks of Mamre is where Abraham and Lot, they had actually right before.
[01:05:03.640 --> 01:05:07.120]   This is where Abraham came right after they split.
[01:05:07.120 --> 01:05:07.840]   Do you remember?
[01:05:07.840 --> 01:05:10.800]   When God said, I'm going to give you this land.
[01:05:10.800 --> 01:05:15.040]   And then Abraham said, I'm going to let Lot choose because their men were fighting each other.
[01:05:15.660 --> 01:05:19.780]   And so, Lot chose what is seen as Sodom and Gomorrah.
[01:05:19.780 --> 01:05:24.000]   And then Abraham ends up residing at the oaks of Mamre.
[01:05:24.000 --> 01:05:25.200]   It's called Hebron.
[01:05:25.200 --> 01:05:27.560]   And so, it's right there.
[01:05:27.560 --> 01:05:29.560]   And it's next to the Dead Sea, if you remember.
[01:05:29.560 --> 01:05:35.500]   Just keep remembering Dead Sea, the Valley of Siddam right here, or the Salt Valley is what some people will call it.
[01:05:35.500 --> 01:05:40.640]   There's the River Jericho that goes, sorry, Jordan River that goes all the way up north.
[01:05:41.380 --> 01:05:43.340]   And then, today we're just going to use this map.
[01:05:43.340 --> 01:05:46.280]   So, we have the Moabites and the Ammonites that reside there.
[01:05:46.280 --> 01:05:47.440]   This is in the future.
[01:05:47.440 --> 01:05:49.820]   This isn't at our text today.
[01:05:49.820 --> 01:05:54.660]   And then we remember this place.
[01:05:54.660 --> 01:05:58.820]   Then Abraham moved his tent and came and dwelt by the oaks of Mamre, which are in Hebron.
[01:05:58.820 --> 01:06:01.620]   And there he built an altar to the Lord.
[01:06:01.620 --> 01:06:09.620]   And so, this is an interesting place to kind of revisit because, again, this is where Abraham settles
[01:06:09.620 --> 01:06:11.980]   after Lot leaves for Sodom and Gomorrah.
[01:06:11.980 --> 01:06:13.700]   And then we're kind of picking this back up.
[01:06:13.700 --> 01:06:16.420]   Remember, we've been like in this Hagar thing for a while.
[01:06:16.420 --> 01:06:18.160]   And we're kind of picking back up here.
