
[00:00:00.000 --> 00:00:00.540]   Let's try.
[00:44:26.260 --> 00:44:27.260]   There's no other group to put her in.
[00:44:27.260 --> 00:44:28.260]   There's no other group to put her in.
[00:44:28.260 --> 00:44:29.260]   There's no other group to put her in.
[00:44:29.260 --> 00:44:30.260]   There's no other group to put her in.
[00:44:30.260 --> 00:44:31.260]   There's no other group to put her in.
[00:44:31.260 --> 00:44:32.260]   There's no other group to put her in.
[00:44:32.260 --> 00:44:33.260]   There's no other group to put her in.
[00:44:33.260 --> 00:44:34.260]   There's no other group to put her in.
[00:44:34.260 --> 00:44:35.260]   There's no other group to put her in.
[00:44:35.260 --> 00:44:36.260]   There's no other group to put her in.
[00:44:36.260 --> 00:44:37.260]   There's no other group to put her in.
[00:44:37.260 --> 00:44:38.260]   There's no other group to put her in.
[00:44:38.260 --> 00:44:39.260]   There's no other group to put her in.
[00:44:39.260 --> 00:44:40.260]   There's no other group to put her in.
[00:44:40.260 --> 00:44:41.260]   There's no other group to put her in.
[00:44:41.260 --> 00:44:42.260]   There's no other group to put her in.
[00:44:42.260 --> 00:44:43.260]   There's no other group to put her in.
[00:44:43.260 --> 00:44:44.260]   There's no other group to put her in.
[00:44:44.260 --> 00:44:45.260]   There's no other group to put her in.
[00:44:45.260 --> 00:44:46.260]   There's no other group to put her in.
[00:44:46.260 --> 00:44:47.260]   There's no other group to put her in.
[00:44:47.260 --> 00:44:48.260]   There's no other group to put her in.
[00:44:48.260 --> 00:44:49.260]   There's no other group to put her in.
[00:44:49.260 --> 00:44:50.260]   There's no other group to put her in.
[00:44:50.260 --> 00:44:51.260]   There's no other group to put her in.
[00:44:51.260 --> 00:44:52.260]   There's no other group to put her in.
[00:44:52.260 --> 00:44:53.260]   There's no other group to put her in.
[00:44:53.260 --> 00:44:54.260]   There's no other group to put her in.
[00:44:54.260 --> 00:44:55.260]   There's no other group to put her in.
[00:44:55.260 --> 00:44:56.260]   There's no other group to put her in.
[00:44:56.260 --> 00:44:57.260]   There's no other group to put her in.
[00:44:57.260 --> 00:44:58.260]   There's no other group to put her in.
[00:44:58.260 --> 00:44:59.260]   There's no other group to put her in.
[00:44:59.260 --> 00:45:00.260]   There's no other group to put her in.
[00:45:00.260 --> 00:45:01.260]   There's no other group to put her in.
[00:45:01.260 --> 00:45:02.260]   There's no other group to put her in.
[00:45:02.260 --> 00:45:03.260]   There's no other group to put her in.
[00:45:03.260 --> 00:45:04.260]   There's no other group to put her in.
[00:45:04.260 --> 00:45:07.260]   There's no other group to put her in.
[00:45:07.260 --> 00:45:08.260]   There's no other group to put her in.
[00:45:08.260 --> 00:45:09.260]   There's no other group to put her in.
[00:45:09.260 --> 00:45:10.260]   There's no other group to put her in.
[00:45:10.260 --> 00:45:11.260]   There's no other group to put her in.
[00:45:11.260 --> 00:45:12.260]   There's no other group to put her in.
[00:45:12.260 --> 00:45:13.260]   There's no other group to put her in.
[00:45:13.260 --> 00:45:14.260]   There's no other group to put her in.
[00:45:14.260 --> 00:45:15.260]   There's no other group to put her in.
[00:45:15.260 --> 00:45:16.260]   There's no other group to put her in.
[00:45:16.260 --> 00:45:17.260]   There's no other group to put her in.
[00:45:17.260 --> 00:45:18.260]   There's no other group to put her in.
[00:45:18.260 --> 00:45:19.260]   There's no other group to put her in.
[00:45:19.260 --> 00:45:20.260]   There's no other group to put her in.
[00:45:20.260 --> 00:45:21.260]   There's no other group to put her in.
[00:45:21.260 --> 00:45:22.260]   There's no other group to put her in.
[00:45:22.260 --> 00:45:23.260]   There's no other group to put her in.
[00:45:23.260 --> 00:45:24.260]   There's no other group to put her in.
[00:45:24.260 --> 00:45:26.260]   There's no other group to put her in.
[00:45:26.260 --> 00:45:27.260]   There's no other group to put her in.
[00:45:27.260 --> 00:45:28.260]   There's no other group to put her in.
[00:45:28.260 --> 00:45:29.260]   There's no other group to put her in.
[00:45:29.260 --> 00:45:30.260]   There's no other group to put her in.
[00:45:30.260 --> 00:45:31.260]   There's no other group to put her in.
[00:45:31.260 --> 00:45:32.260]   There's no other group to put her in.
[00:45:32.260 --> 00:45:33.260]   There's no other group to put her in.
[00:45:33.260 --> 00:45:34.260]   There's no other group to put her in.
[00:45:34.260 --> 00:45:35.260]   There's no other group to put her in.
[00:45:35.260 --> 00:45:36.260]   There's no other group to put her in.
[00:45:36.260 --> 00:45:37.260]   There's no other group to put her in.
[00:45:37.260 --> 00:45:38.260]   There's no other group to put her in.
[00:45:38.260 --> 00:45:39.260]   There's no other group to put her in.
[00:45:39.260 --> 00:45:40.260]   There's no other group to put her in.
[00:45:40.260 --> 00:45:41.260]   There's no other group to put her in.
[00:45:41.260 --> 00:45:42.260]   There's no other group to put her in.
[00:45:42.260 --> 00:45:43.260]   There's no other group to put her in.
[00:45:43.260 --> 00:45:44.260]   There's no other group to put her in.
[00:45:44.260 --> 00:45:45.260]   There's no other group to put her in.
[00:45:45.260 --> 00:45:46.260]   There's no other group to put her in.
[00:45:46.260 --> 00:45:47.260]   There's no other group to put her in.
[00:45:47.260 --> 00:45:48.260]   There's no other group to put her in.
[00:45:48.260 --> 00:45:49.260]   There's no other group to put her in.
[00:45:49.260 --> 00:45:50.260]   There's no other group to put her in.
[00:45:50.260 --> 00:45:51.260]   There's no other group to put her in.
[00:45:51.260 --> 00:45:52.260]   There's no other group to put her in.
[00:45:52.260 --> 00:45:53.260]   There's no other group to put her in.
[00:45:53.260 --> 00:45:54.260]   There's no other group to put her in.
[00:45:54.260 --> 00:45:55.260]   There's no other group to put her in.
[00:45:55.260 --> 00:45:56.260]   There's no other group to put her in.
[00:45:56.260 --> 00:45:57.260]   There's no other group to put her in.
[00:45:57.260 --> 00:45:58.260]   There's no other group to put her in.
[00:45:58.260 --> 00:45:59.260]   There's no other group to put her in.
[00:45:59.260 --> 00:46:00.260]   There's no other group to put her in.
[00:46:00.260 --> 00:46:01.260]   There's no other group to put her in.
[00:46:01.260 --> 00:46:02.260]   There's no other group to put her in.
[00:46:02.260 --> 00:46:03.260]   There's no other group to put her in.
[00:46:03.260 --> 00:46:04.260]   There's no other group to put her in.
[00:46:04.260 --> 00:46:05.260]   There's no other group to put her in.
[00:46:05.260 --> 00:46:06.260]   There's no other group to put her in.
[00:46:06.260 --> 00:46:07.260]   There's no other group to put her in.
[00:46:07.260 --> 00:46:08.260]   There's no other group to put her in.
[00:46:08.260 --> 00:46:09.260]   There's no other group to put her in.
[00:46:09.260 --> 00:46:10.260]   There's no other group to put her in.
[00:46:10.260 --> 00:46:11.260]   There's no other group to put her in.
[00:46:11.260 --> 00:46:12.260]   There's no other group to put her in.
[00:46:12.260 --> 00:46:13.260]   There's no other group to put her in.
[00:46:13.260 --> 00:46:14.260]   There's no other group to put her in.
[00:46:14.260 --> 00:46:15.260]   There's no other group to put her in.
[00:46:15.260 --> 00:46:16.260]   There's no other group to put her in.
[00:46:16.260 --> 00:46:17.260]   There's no other group to put her in.
[00:46:17.260 --> 00:46:18.260]   There's no other group to put her in.
[00:46:18.260 --> 00:46:20.260]   There's no other group to put her in.
[00:46:20.260 --> 00:46:23.260]   There's no other group to put her in.
[00:46:23.260 --> 00:46:24.260]   There's no other group to put her in.
[00:46:24.260 --> 00:46:25.260]   There's no other group to put her in.
[00:46:25.260 --> 00:46:26.260]   There's no other group to put her in.
[00:46:26.260 --> 00:46:27.260]   There's no other group to put her in.
[00:46:27.260 --> 00:46:28.260]   There's no other group to put her in.
[00:46:28.260 --> 00:46:29.260]   There's no other group to put her in.
[00:46:29.260 --> 00:46:30.260]   There's no other group to put her in.
[00:46:30.260 --> 00:46:31.260]   There's no other group to put her in.
[00:46:31.260 --> 00:46:32.260]   There's no other group to put her in.
[00:46:32.260 --> 00:46:33.260]   There's no other group to put her in.
[00:46:33.260 --> 00:46:34.260]   There's no other group to put her in.
[00:46:34.260 --> 00:46:35.260]   There's no other group to put her in.
[00:46:35.260 --> 00:46:36.260]   There's no other group to put her in.
[00:46:36.260 --> 00:46:37.260]   There's no other group to put her in.
[00:46:37.260 --> 00:46:38.260]   There's no other group to put her in.
[00:46:38.260 --> 00:46:39.260]   There's no other group to put her in.
[00:46:39.260 --> 00:46:40.260]   There's no other group to put her in.
[00:46:40.260 --> 00:46:43.260]   there's no other group to put her in.
[00:46:43.260 --> 00:46:44.260]   There's no other group to put her in.
[00:46:44.260 --> 00:46:45.260]   There's no other group to put her in.
[00:46:45.260 --> 00:46:46.260]   There's no other group to put her in.
[00:46:46.260 --> 00:46:47.260]   There's no other group to put her in.
[00:46:47.260 --> 00:46:48.260]   There's no other group to put her in.
[00:46:48.260 --> 00:46:49.260]   There's no other group to put her in.
[00:46:49.260 --> 00:46:50.260]   There's no other group to put her in.
[00:46:50.260 --> 00:46:51.260]   There's no other group to put her in.
[00:46:51.260 --> 00:46:52.260]   There's no other group to put her in.
[00:46:52.260 --> 00:46:53.260]   There's no other group to put her in.
[00:46:53.260 --> 00:46:54.260]   There's no other group to put her in.
[00:46:54.260 --> 00:46:55.260]   There's no other group to put her in.
[00:46:55.260 --> 00:46:56.260]   There's no other group to put her in.
[00:46:56.260 --> 00:46:57.260]   There's no other group to put her in.
[00:46:57.260 --> 00:46:58.260]   There's no other group to put her in.
[00:46:58.260 --> 00:46:59.260]   There's no other group to put her in.
[00:46:59.260 --> 00:47:00.260]   There's no other group to put her in.
[00:47:00.260 --> 00:47:02.260]   There's no other group to put her in.
[00:47:02.260 --> 00:47:03.260]   There's no other group to put her in.
[00:47:03.260 --> 00:47:04.260]   There's no other group to put her in.
[00:47:04.260 --> 00:47:05.260]   There's no other group to put her in.
[00:47:05.260 --> 00:47:06.260]   There's no other group to put her in.
[00:47:06.260 --> 00:47:07.260]   There's no other group to put her in.
[00:47:07.260 --> 00:47:08.260]   There's no other group to put her in.
[00:47:08.260 --> 00:47:09.260]   There's no other group to put her in.
[00:47:09.260 --> 00:47:10.260]   There's no other group to put her in.
[00:47:10.260 --> 00:47:11.260]   There's no other group to put her in.
[00:47:11.260 --> 00:47:12.260]   There's no other group to put her in.
[00:47:12.260 --> 00:47:13.260]   There's no other group to put her in.
[00:47:13.260 --> 00:47:14.260]   There's no other group to put her in.
[00:47:14.260 --> 00:47:15.260]   There's no other group to put her in.
[00:47:15.260 --> 00:47:16.260]   There's no other group to put her in.
[00:47:16.260 --> 00:47:17.260]   There's no other group to put her in.
[00:47:17.260 --> 00:47:18.260]   There's no other group to put her in.
[00:47:18.260 --> 00:47:19.260]   There's no other group to put her in.
[00:47:19.260 --> 00:47:35.260]   There's no other group to put her in.
[00:47:35.260 --> 00:47:37.260]   There's no other group to put her in.
[00:47:37.260 --> 00:47:40.260]   There's no other group to put her in.
[00:47:40.260 --> 00:47:42.260]   There's no other group to put her in.
[00:47:42.260 --> 00:47:44.260]   There's no other group to put her in.
[00:47:44.260 --> 00:47:45.260]   There's no other group to put her in.
[00:47:45.260 --> 00:47:46.260]   There's no other group to put her in.
[00:47:46.260 --> 00:47:47.260]   There's no other group to put her in.
[00:47:47.260 --> 00:47:48.260]   There's no other group to put her in.
[00:47:48.260 --> 00:47:49.260]   There's no other group to put her in.
[00:47:49.260 --> 00:47:50.260]   There's no other group to put her in.
[00:47:50.260 --> 00:47:51.260]   There's no other group to put her in.
[00:47:51.260 --> 00:47:52.260]   There's no other group to put her in.
[00:47:52.260 --> 00:47:53.260]   There's no other group to put her in.
[00:47:53.260 --> 00:47:54.260]   There's no other group to put her in.
[00:47:54.260 --> 00:47:55.260]   There's no other group to put her in.
[00:47:55.260 --> 00:47:56.260]   There's no other group to put her in.
[00:47:56.260 --> 00:47:57.260]   There's no other group to put her in.
[00:47:57.260 --> 00:47:58.260]   There's no other group to put her in.
[00:47:58.260 --> 00:47:59.260]   There's no other group to put her in.
[00:47:59.260 --> 00:48:00.260]   There's no other group to put her in.
[00:48:00.260 --> 00:48:01.260]   There's no other group to put her in.
[00:48:01.260 --> 00:48:02.260]   There's no other group to put her in.
[00:48:02.260 --> 00:48:03.260]   There's no other group to put her in.
[00:48:03.260 --> 00:48:04.260]   There's no other group to put her in.
